city,state_name,lat,lng, population , population_proper ,density
East Burke,Vermont,44.5875,-71.9403,,,65.8
Jericho,Vermont,44.5049,-72.9878,,,380.2
Castleton,Vermont,43.6054,-73.1853,,,568
Chester,Vermont,43.2648,-72.5935,,,315.4
Newport Center,Vermont,44.9509,-72.3042,,,304.6
Glover,Vermont,44.7077,-72.1934,,,255.6
Hinesburg,Vermont,44.3299,-73.1062,,,354.1
Quechee,Vermont,43.6445,-72.4184,,,229.7
Middlebury,Vermont,44.0079,-73.1575,,,962
West Brattleboro,Vermont,42.8558,-72.6017,,,618.3
Fairfield,Vermont,44.802,-72.9457,,,20
Richmond,Vermont,44.4076,-72.9965,,,395.2
Fairlee,Vermont,43.899,-72.1546,,,148.6
South Barre,Vermont,44.1646,-72.5038,,,227.4
North Westminster,Vermont,43.1219,-72.4555,,,292.2
White River Junction,Vermont,43.6496,-72.3239,,,1149.2
North Hartland,Vermont,43.5936,-72.3578,,,166.4
Bethel,Vermont,43.8312,-72.6365,,,172.1
Alburg,Vermont,44.975,-73.3001,,,173.8
Readsboro,Vermont,42.7683,-72.949,,,266.3
North Springfield,Vermont,43.33,-72.5263,,,133
East Middlebury,Vermont,43.9747,-73.1056,,,198.1
Benson,Vermont,43.7072,-73.3094,,,56
Bradford,Vermont,43.9961,-72.1265,,,523.5
East Randolph,Vermont,43.9401,-72.5551,,,96.6
Proctorsville,Vermont,43.3824,-72.6415,,,235.3
Fairfax,Vermont,44.6695,-73.0106,,,279.6
Greensboro,Vermont,44.577,-72.3021,,,45.5
Dorset,Vermont,43.2551,-73.101,,,76.8
Worcester,Vermont,44.3716,-72.5497,,,96.3
Canaan,Vermont,45.0044,-71.5344,,,274.1
West Dover,Vermont,42.9392,-72.8529,,,18.5
West Rutland,Vermont,43.5972,-73.0451,,,679.8
Putney,Vermont,42.9757,-72.5255,,,185.2
Cabot,Vermont,44.4049,-72.3116,,,121.8
Danville,Vermont,44.4105,-72.1409,,,239.5
Fair Haven,Vermont,43.5928,-73.2694,,,639.5
Springfield,Vermont,43.2888,-72.4758,,,955.1
Lowell,Vermont,44.7951,-72.4449,,,60
Hartland,Vermont,43.5425,-72.4001,,,163.1
Norwich,Vermont,43.7202,-72.3018,,,225.5
Ascutney,Vermont,43.4079,-72.407,,,95.6
Wells,Vermont,43.4209,-73.2074,,,218.5
Milton,Vermont,44.6352,-73.1155,,,778.7
Hardwick,Vermont,44.5022,-72.3653,,,888.4
Coventry,Vermont,44.866,-72.2679,,,60.1
Wilmington,Vermont,42.8717,-72.8677,,,216.2
Bristol,Vermont,44.1383,-73.0874,,,1019.1
Richford,Vermont,44.9952,-72.6648,,,823
Saint Johnsbury,Vermont,44.4287,-72.0116,,,1528.5
Wallingford,Vermont,43.4749,-72.9675,,,549.6
Pittsford,Vermont,43.7068,-73.029,,,138
Graniteville,Vermont,44.1463,-72.4818,,,233.7
Greensboro Bend,Vermont,44.5583,-72.2642,,,169
Randolph,Vermont,43.9273,-72.6728,,,433.6
Burgess,Illinois,41.1273,-90.6415,,,43.7
Lodge,Illinois,40.1061,-88.5601,,,45.3
Pomona,Illinois,37.6281,-89.3368,,,26.7
Gilson,Illinois,40.8632,-90.1997,,,253.2
Seymour,Illinois,40.1067,-88.4272,,,410.6
LaPlace,Illinois,39.7978,-88.7156,,,105.1
Lake Catherine,Illinois,42.487,-88.1272,,,393.5
Chauncey,Illinois,38.8353,-87.8709,,,7.6
Golden Eagle,Illinois,38.8934,-90.579,,,7.3
Saint James,Illinois,38.9545,-88.8512,,,22.6
Pinkstaff,Illinois,38.7945,-87.6692,,,46.7
Rosewood Heights,Illinois,38.8886,-90.0719,,,637.7
Lily Cache,Illinois,41.5903,-88.1815,,,732.7
Yorkfield,Illinois,41.8634,-87.9484,,,2061.1
Goodings Grove,Illinois,41.6292,-87.9309,,,655
Lotus Woods,Illinois,42.422,-88.1731,,,992.9
Miller City,Illinois,37.1109,-89.3562,,,3.4
Long Lake,Illinois,42.3765,-88.1264,,,1159.2
Joslin,Illinois,41.5573,-90.2221,,,41.8
Hord,Illinois,38.8845,-88.5212,,,17.7
Sunny Crest,Illinois,41.5359,-87.6939,,,821.6
Medinah,Illinois,41.9814,-88.0512,,,505
Lake Camelot,Illinois,40.6341,-89.7509,,,376.7
Scarboro,Illinois,41.7814,-89.0343,,,28.4
Crab Orchard,Illinois,37.7249,-88.8059,,,144.3
Lee Center,Illinois,41.7475,-89.2787,,,143.3
Rardin,Illinois,39.6042,-88.1017,,,82.1
Trowbridge,Illinois,39.3103,-88.5178,,,26.8
Westervelt,Illinois,39.4791,-88.8612,,,190.5
Rockport,Illinois,39.5389,-91.0087,,,21.4
Merna,Illinois,40.5167,-88.8259,,,4.4
Pleasant Mound,Illinois,38.8631,-89.2904,,,24.6
Edgar,Illinois,39.7556,-87.7011,,,43.8
State Park Place,Illinois,38.6587,-90.0473,,,804
Stallings,Illinois,38.7248,-90.0632,,,93.9
La Clede,Illinois,38.8798,-88.7153,,,122.6
Harrison,Illinois,37.7982,-89.3361,,,265.9
Lindenwood,Illinois,42.0531,-89.0307,,,144.3
Mitchellsville,Illinois,37.6506,-88.5378,,,23.4
Rinard,Illinois,38.5706,-88.4656,,,61
Woosung,Illinois,41.9034,-89.5409,,,78.9
Russell,Illinois,42.4906,-87.9126,,,31.9
Saint Rose,Illinois,38.6842,-89.5545,,,177.3
White Ash,Illinois,37.7853,-88.9294,,,103.9
Cameron,Illinois,40.8889,-90.5174,,,128.9
Marley,Illinois,41.5486,-87.9256,,,289.2
Birds,Illinois,38.837,-87.6678,,,40.4
Meppen,Illinois,38.997,-90.6048,,,17.9
Goodenow,Illinois,41.3914,-87.6367,,,24.3
Coello,Illinois,37.9942,-89.0673,,,205.4
Ingalls Park,Illinois,41.5203,-88.0347,,,1883.1
Cherry Hill,Illinois,41.5234,-88.0145,,,1415.1
Hazel Green,Illinois,41.6834,-87.7401,,,668.4
Literberry,Illinois,39.8542,-90.1996,,,13.6
Signal Hill,Illinois,38.5773,-90.0568,,,590.7
Lincoln Estates,Illinois,41.5025,-87.807,,,813.5
Valley View,Illinois,41.8303,-88.0678,,,874.7
Holder,Illinois,40.4511,-88.8042,,,31
Paderborn,Illinois,38.3594,-90.0465,,,51.6
Cropsey,Illinois,40.6092,-88.4787,,,110.6
Apple Canyon Lake,Illinois,42.4302,-90.1642,,,72.5
Horatio Gardens,Illinois,42.1645,-87.9423,,,2124.3
Frankfort Square,Illinois,41.5221,-87.8036,,,2398.8
Lilymoor,Illinois,42.3306,-88.2131,,,763.4
Wasson,Illinois,37.7881,-88.4848,,,102.8
Rome,Illinois,40.8753,-89.5128,,,587.1
Clark Center,Illinois,39.3625,-87.782,,,58.6
Robbs,Illinois,37.4589,-88.6998,,,1.6
Venetian Village,Illinois,42.4011,-88.0466,,,1263.2
Poag,Illinois,38.797,-90.039,,,54.8
Cornland,Illinois,39.9375,-89.402,,,126.9
Fenton,Illinois,41.7306,-90.0301,,,64.1
Eldena,Illinois,41.7711,-89.4101,,,152.4
Goofy Ridge,Illinois,40.3948,-89.9407,,,222.9
Osman,Illinois,40.2959,-88.472,,,7.9
Half Day,Illinois,42.2011,-87.9334,,,973.3
Beverly,Illinois,39.7934,-90.991,,,15.4
York Center,Illinois,41.857,-87.9878,,,2383.9
Akin,Illinois,37.9881,-88.7476,,,54
Burtons Bridge,Illinois,42.2797,-88.229,,,635
West Union,Illinois,39.215,-87.6657,,,202.8
Hamletsburg,Illinois,37.1387,-88.4317,,,27.1
Westview,Illinois,38.537,-90.1018,,,156.8
Arbury Hills,Illinois,41.5356,-87.8476,,,2108.2
Ridgewood,Illinois,41.5356,-88.0403,,,1465.5
Fall Creek,Illinois,39.7789,-91.3024,,,39.2
New Windsor,Illinois,41.2023,-90.4424,,,568.4
Mossville,Illinois,40.8156,-89.5679,,,163.8
Oak Hills,Illinois,38.6381,-89.9807,,,231.2
Chestnut,Illinois,40.0538,-89.1866,,,352.9
Cloverdale,Illinois,41.9395,-88.1203,,,419.3
Bluff City,Illinois,38.9639,-89.0465,,,47.8
Klondike,Illinois,42.4242,-88.1493,,,724.5
Coyne Center,Illinois,41.4002,-90.5632,,,419.9
Cottage Hills,Illinois,38.9031,-90.0701,,,761.9
Bogota,Illinois,38.9184,-88.24,,,38.7
Herod,Illinois,37.5803,-88.4362,,,3.5
Adair,Illinois,40.4183,-90.4974,,,265.1
Penfield,Illinois,40.3048,-87.9444,,,285.1
Stolle,Illinois,38.5434,-90.1698,,,99.8
Chemung,Illinois,42.4162,-88.6642,,,177
Plato Center,Illinois,42.0267,-88.4301,,,63.8
Williams Park,Illinois,42.2542,-88.1834,,,739.7
Fandon,Illinois,40.3684,-90.7615,,,32.9
Loxa,Illinois,39.4973,-88.2673,,,16.4
Delafield,Illinois,38.1478,-88.6028,,,37.8
Idylside,Illinois,41.5189,-88.122,,,1910.4
Ware,Illinois,37.4478,-89.394,,,35.1
Trimble,Illinois,39.0634,-87.6845,,,67.3
Rentchler,Illinois,38.4918,-89.8692,,,27.4
Herald,Illinois,37.9664,-88.1814,,,11.2
Grandwood Park,Illinois,42.3929,-87.9871,,,907.7
Wedges Corner,Illinois,42.3861,-88.0042,,,186.5
Geff,Illinois,38.4425,-88.4042,,,272.1
Prairie View,Illinois,42.1992,-87.9556,,,1231.2
Baileyville,Illinois,42.1972,-89.5934,,,256
Billett,Illinois,38.6645,-87.6522,,,35.7
Pyatts,Illinois,38.0031,-89.3712,,,6.4
Royal Lakes,Illinois,39.1103,-89.9615,,,146.4
Hartland,Illinois,42.3636,-88.5073,,,46.1
Lake of the Woods,Illinois,40.2049,-88.3732,,,575.1
Boulder Hill,Illinois,41.7113,-88.3354,,,3112.8
Ingraham,Illinois,38.8362,-88.3339,,,16.8
Green Rock,Illinois,41.4731,-90.3576,,,610.5
Wildwood,Illinois,42.3428,-87.9981,,,1923.5
Seward,Illinois,42.2389,-89.3579,,,99.6
Highland Hills,Illinois,41.8492,-88.0045,,,2145.2
Hollywood Heights,Illinois,38.6325,-89.9965,,,345.3
Holbrook,Illinois,41.5384,-87.6367,,,1173.1
French Village,Illinois,38.6003,-90.0501,,,87.1
Aptakisic,Illinois,42.1825,-87.9473,,,322.6
Ledford,Illinois,37.7,-88.5901,,,56.9
Ridgefield,Illinois,42.2684,-88.3615,,,244.4
Chana,Illinois,41.9806,-89.2198,,,180.5
Oliver,Illinois,39.4839,-87.6814,,,13
Olivet,Illinois,39.9414,-87.6378,,,226.7
Reno,Illinois,38.975,-89.514,,,30.1
Hazel Dell,Illinois,39.2023,-88.0411,,,28.9
Ivanhoe,Illinois,42.2789,-88.042,,,166.5
West Jersey,Illinois,41.0189,-89.9271,,,33
Lake Holiday,Illinois,41.6156,-88.6703,,,536.2
Beason,Illinois,40.1423,-89.1951,,,176
Diamond Lake,Illinois,42.2445,-88.0101,,,1734.2
Oak Run,Illinois,40.9649,-90.1304,,,59.3
Darmstadt,Illinois,38.319,-89.7288,,,113.2
Oakley,Illinois,39.8761,-88.8059,,,63.4
White Heath,Illinois,40.087,-88.5116,,,344.4
Bourbon,Illinois,39.7456,-88.3789,,,46.7
Pistakee Highlands,Illinois,42.4028,-88.2117,,,800.5
Timewell,Illinois,40.0078,-90.8737,,,43
Keeneyville,Illinois,41.9675,-88.1203,,,423.4
Harlem,Illinois,42.3403,-89.0179,,,732.7
Lake Petersburg,Illinois,39.9832,-89.8655,,,156.6
Langleyville,Illinois,39.5611,-89.3602,,,428.6
Goodwine,Illinois,40.5673,-87.7845,,,22.1
Shobonier,Illinois,38.8695,-89.0887,,,163.7
Alvin,Illinois,40.3084,-87.6084,,,92.3
Boulder,Illinois,38.6967,-89.2256,,,16.6
Como,Illinois,41.7662,-89.7657,,,194
Grand Chain,Illinois,37.2517,-89.0234,,,121.3
Latham Park,Illinois,42.3684,-89.0629,,,266.4
Parnell,Illinois,40.2231,-88.7206,,,12.5
Opdyke,Illinois,38.2583,-88.7898,,,125.7
Twin Grove,Illinois,40.4857,-89.0993,,,106.9
Holiday Shores,Illinois,38.9226,-89.9361,,,791.4
Preston Heights,Illinois,41.494,-88.0752,,,1506.7
Midland City,Illinois,40.1453,-89.1337,,,28.1
Channel Lake,Illinois,42.483,-88.1491,,,393.5
Bluffside,Illinois,38.4839,-90.1548,,,37.6
Bureau,Illinois,41.2892,-89.3665,,,133.5
Lakewood Shores,Illinois,41.271,-88.1361,,,683.1
Calvin,Illinois,38.2081,-88.0186,,,20.2
Triumph,Illinois,41.4995,-89.022,,,140.1
Dennison,Illinois,39.4609,-87.5978,,,38.7
Crystal Lawns,Illinois,41.5685,-88.1641,,,765.5
New Hartford,Illinois,39.5756,-90.9101,,,23.4
Tunnel Hill,Illinois,37.5237,-88.8387,,,16.6
North Glen Ellyn,Illinois,41.892,-88.0631,,,969
Eastwood Manor,Illinois,42.3456,-88.2412,,,656.6
Del Mar Woods,Illinois,42.2,-87.8551,,,247.7
Gages Lake,Illinois,42.352,-87.983,,,1139.9
Grand Detour,Illinois,41.9011,-89.4137,,,188.4
Millburn,Illinois,42.4259,-88.004,,,154.9
Boody,Illinois,39.7655,-89.0472,,,67.1
Balcom,Illinois,37.4131,-89.2062,,,46.5
Imbs,Illinois,38.5237,-90.1354,,,38.6
North Park,Illinois,42.3428,-89.0521,,,1095.4
Annapolis,Illinois,39.1454,-87.8156,,,32.4
Utica,Illinois,41.3406,-89.0101,,,316.1
Wedron,Illinois,41.4361,-88.7734,,,243.3
West York,Illinois,39.1689,-87.673,,,168.2
Fairmont,Illinois,41.5614,-88.0587,,,1529.3
Kings,Illinois,42.0042,-89.1059,,,209.3
Wilson,Illinois,42.3722,-88.1398,,,471.8
Esmond,Illinois,42.0336,-88.9357,,,20.3
Woodworth,Illinois,40.6598,-87.8459,,,13.1
Gard,Illinois,38.8623,-89.9601,,,74.7
Illinois City,Illinois,41.3975,-90.8996,,,31.4
Chesterville,Illinois,39.7034,-88.3912,,,69.1
Knollwood,Illinois,42.2846,-87.8792,,,741
Vera,Illinois,39.0342,-89.1131,,,50.8
Wilton Center,Illinois,41.3514,-87.9598,,,67.1
Lake Summerset,Illinois,42.4521,-89.3984,,,458.2
Brownfield,Illinois,37.3456,-88.607,,,20.2
Dayton,Illinois,41.3856,-88.7958,,,215.3
Haldane,Illinois,42.0625,-89.574,,,30.2
Meadowbrook,Illinois,38.8984,-90.0068,,,563.6
Reevesville,Illinois,37.3431,-88.7198,,,34.3
Borton,Illinois,39.6559,-87.9339,,,28.2
Hastings,Illinois,41.6811,-87.9717,,,382.6
Swanwick,Illinois,38.1698,-89.5362,,,56.2
Lawndale,Illinois,40.2181,-89.2826,,,62
Patterson,Illinois,39.4806,-90.4829,,,56.7
Garden Prairie,Illinois,42.2534,-88.7178,,,364.5
Roachtown,Illinois,38.4631,-90.0409,,,58.1
Cottonwood,Illinois,37.8892,-88.2131,,,10.5
Elco,Illinois,37.3006,-89.2659,,,69.4
Rondout,Illinois,42.28,-87.8953,,,88.1
Floraville,Illinois,38.3762,-90.0553,,,87
Lancaster,Illinois,38.5478,-87.8653,,,19.7
Patton,Illinois,38.477,-87.7536,,,81
Stockland,Illinois,40.6145,-87.5928,,,47.6
Sunfield,Illinois,38.0645,-89.2401,,,118.3
Hookdale,Illinois,38.8264,-89.3115,,,19.5
Darwin,Illinois,39.2834,-87.612,,,44.5
Barrington Woods,Illinois,42.1522,-88.0559,,,527.8
Mulkeytown,Illinois,37.9721,-89.1112,,,236.8
Forest Lake,Illinois,42.2105,-88.0533,,,1462.9
Fox Lake Hills,Illinois,42.4127,-88.1269,,,1783.6
Mitchell,Illinois,38.7631,-90.0814,,,642.6
Whittington,Illinois,38.0892,-88.9028,,,105.9
Barnhill,Illinois,38.2845,-88.3642,,,27.9
Summum,Illinois,40.2678,-90.2785,,,105.8
Dorsey,Illinois,38.9737,-90.0015,,,11.9
Jamaica,Illinois,39.9911,-87.8067,,,27.1
Lake Fork,Illinois,39.9706,-89.3501,,,44
McCormick,Illinois,37.5506,-88.6706,,,1.5
Heritage Lake,Illinois,40.5454,-89.3309,,,555.7
Baker,Illinois,41.5556,-88.8112,,,30.8
Dundas,Illinois,38.835,-88.085,,,142
Lawrence,Illinois,42.4411,-88.6412,,,97.5
Jamesburg,Illinois,40.2623,-87.7489,,,15.4
Buffalo Prairie,Illinois,41.3384,-90.8549,,,9.4
Pittwood,Illinois,40.8609,-87.7295,,,46.6
Collison,Illinois,40.225,-87.8039,,,33
Prestbury,Illinois,41.7847,-88.4225,,,621.5
Lost Nation,Illinois,41.9124,-89.3689,,,219.2
Olive Branch,Illinois,37.1755,-89.3517,,,100.1
Pine Mountain Valley,Georgia,32.7987,-84.8233,,,67
Blackwells,Georgia,33.9948,-84.518,,,507
Godwinsville,Georgia,32.1357,-83.1271,,,20.8
Madras,Georgia,33.4401,-84.7422,,,106.5
Bushnell,Georgia,31.5602,-82.9599,,,49.5
Faceville,Georgia,30.7532,-84.6399,,,33.2
Cadley,Georgia,33.5337,-82.6596,,,1.4
Appling,Georgia,33.5588,-82.3183,,,32.4
Eulonia,Georgia,31.5333,-81.427,,,28.9
Modoc,Georgia,32.6557,-82.3093,,,27.8
Normantown,Georgia,32.3063,-82.3696,,,54.6
Potterville,Georgia,32.5146,-84.1174,,,67.3
Holland,Georgia,34.352,-85.3725,,,19.6
Noonday,Georgia,34.062,-84.5213,,,392.2
McKinnon,Georgia,31.4252,-81.9268,,,60.1
Boykin,Georgia,31.1017,-84.6848,,,37.1
Gloster,Georgia,33.9098,-84.0652,,,1027.3
Haddock,Georgia,33.0326,-83.4291,,,104.7
Veal,Georgia,33.4359,-85.2302,,,31.5
Mount Bethel,Georgia,33.9662,-84.4113,,,864.5
Vesta,Georgia,33.9565,-82.9385,,,9
Dickey,Georgia,31.5571,-84.6602,,,2.6
Lakeview,Georgia,34.9777,-85.2539,,,1074.6
White Sulphur Springs,Georgia,32.9079,-84.8033,,,66.8
Godfrey,Georgia,33.4535,-83.5049,,,43.8
Moxley,Georgia,32.9196,-82.3912,,,12.7
Rex,Georgia,33.5921,-84.2699,,,993.6
Deenwood,Georgia,31.2477,-82.3677,,,301.6
Howard,Georgia,32.5982,-84.3786,,,43.8
Coosa,Georgia,34.2545,-85.3544,,,7.9
Satolah,Georgia,34.9904,-83.1929,,,6.9
Durand,Georgia,32.9171,-84.7738,,,35.1
Townsend,Georgia,31.5394,-81.5226,,,38.7
Morganville,Georgia,34.9365,-85.4536,,,54.6
Martinez,Georgia,33.5209,-82.0985,,,1106.9
Saint Marks,Georgia,33.1254,-84.821,,,11.3
Cherry Log,Georgia,34.786,-84.3836,,,28.7
Henderson,Georgia,32.3413,-83.7893,,,8.7
Rock Spring,Georgia,34.8242,-85.2427,,,62
West Green,Georgia,31.613,-82.7346,,,83
Winokur,Georgia,31.0383,-82.0201,,,16.1
Gracewood,Georgia,33.3726,-82.0321,,,529.1
North Druid Hills,Georgia,33.8182,-84.3255,,,1237.3
Dixie Union,Georgia,31.3394,-82.4632,,,71.2
Crabapple,Georgia,34.0901,-84.3385,,,471.8
Calvary,Georgia,30.7225,-84.3541,,,96.4
Oakdale,Georgia,33.8187,-84.4977,,,139.2
Webb,Georgia,34.0973,-84.2594,,,1494.8
Coal Mountain,Georgia,34.2715,-84.1007,,,193.9
Tarboro,Georgia,31.0177,-81.8054,,,6.2
Emory,Georgia,33.789,-84.3208,,,1221.2
Chicopee,Georgia,34.2534,-83.8435,,,794.2
Acree,Georgia,31.5555,-83.996,,,27.2
Lincoln Park,Georgia,32.8674,-84.3348,,,412.5
Weber,Georgia,31.2371,-83.1399,,,16.9
Hortense,Georgia,31.3366,-81.9562,,,78.5
Dames Ferry,Georgia,33.0221,-83.7249,,,2.6
Towns,Georgia,32.0043,-82.7546,,,26.5
Springvale,Georgia,31.8282,-84.8796,,,10.2
Shellman Bluff,Georgia,31.5727,-81.3232,,,104
Vinings,Georgia,33.8608,-84.4686,,,778
Gumlog,Georgia,34.4953,-83.0975,,,150.4
Hatley,Georgia,31.8993,-83.6132,,,8.5
Doles,Georgia,31.6993,-83.8852,,,14.5
Huber,Georgia,32.7043,-83.5563,,,42.7
Millhaven,Georgia,32.9338,-81.6496,,,1.6
Shingler,Georgia,31.5782,-83.7846,,,59.3
Culverton,Georgia,33.3085,-82.8951,,,5.5
Stovall,Georgia,32.961,-84.8519,,,17.1
Elmodel,Georgia,31.3457,-84.4724,,,3.7
Round Oak,Georgia,33.111,-83.6152,,,6.2
Excelsior,Georgia,32.3135,-81.966,,,6.3
Wayside,Georgia,33.0612,-83.6049,,,24.8
Gordy,Georgia,31.4805,-83.8799,,,22
Inman,Georgia,33.3854,-84.4119,,,73
Chula,Georgia,31.5496,-83.5474,,,82.8
Coleman,Georgia,31.6717,-84.8903,,,46.4
Cataula,Georgia,32.6554,-84.8685,,,83.3
Raymond,Georgia,33.3387,-84.7147,,,92.1
Phelps,Georgia,34.6981,-84.9833,,,23
Gresham Park,Georgia,33.7053,-84.3155,,,1207
Ohoopee,Georgia,32.1802,-82.2196,,,9.1
Apalachee,Georgia,33.6865,-83.431,,,22.3
Sumac,Georgia,34.8837,-84.7994,,,75.2
Howell,Georgia,30.8277,-83.0538,,,41.2
Sea Island,Georgia,31.1836,-81.3498,,,50.1
Ellenwood,Georgia,33.6101,-84.288,,,331.9
Starrs Mill,Georgia,33.3273,-84.5124,,,329.3
Baden,Georgia,30.7174,-83.5652,,,9.3
Habersham,Georgia,34.5898,-83.5605,,,54.5
Elko,Georgia,32.331,-83.7063,,,87.8
Horns,Georgia,32.6754,-84.0035,,,35.3
Whitesville,Georgia,32.8176,-85.0313,,,24.2
McKinney,Georgia,32.926,-84.2919,,,40.7
Barney,Georgia,31.0082,-83.5129,,,41.3
Rosier,Georgia,32.9782,-82.2426,,,6.3
Eagle Grove,Georgia,34.2918,-83.0043,,,31.8
Roper,Georgia,31.8121,-82.6515,,,21.5
Twin Lakes,Georgia,30.696,-83.2057,,,1010.4
Montgomery,Georgia,31.9438,-81.108,,,166.2
Odessadale,Georgia,33.016,-84.813,,,38.9
Indian Springs,Georgia,34.9606,-85.1592,,,336.8
Pine Park,Georgia,30.8513,-84.1018,,,138.7
Brookfield,Georgia,31.4185,-83.391,,,50
Waverly,Georgia,31.0958,-81.7226,,,50
Epworth,Georgia,34.951,-84.3809,,,108
Wesley,Georgia,32.4835,-82.331,,,16.4
Doyle,Georgia,32.2843,-84.4438,,,2.4
Hartford,Georgia,32.2857,-83.4491,,,79.9
Raoul,Georgia,34.4545,-83.6001,,,569.8
Oak Grove,Georgia,34.092,-84.6152,,,1154.6
Starrsville,Georgia,33.5396,-83.8193,,,43
Stillwell,Georgia,32.378,-81.2504,,,10.3
Phillipsburg,Georgia,31.4389,-83.5203,,,769.9
Hutchins,Georgia,33.8418,-83.1679,,,16.8
Mershon,Georgia,31.4641,-82.2573,,,25.2
Plainfield,Georgia,32.2888,-83.1121,,,60.9
Seville,Georgia,31.9607,-83.6012,,,173
Groveland,Georgia,32.1444,-81.7457,,,30.4
White Oak,Georgia,31.0313,-81.7304,,,6.2
McRae,Georgia,32.068,-82.9007,,,415.4
Six Mile,Georgia,34.1773,-85.2063,,,90.3
Mora,Georgia,31.4141,-82.9538,,,15.2
Sunset Village,Georgia,32.8946,-84.4057,,,133.4
Stonecrest,Georgia,33.701,-84.1719,,,141.5
Elizabeth,Georgia,33.9762,-84.5474,,,74.4
Clyo,Georgia,32.4841,-81.2671,,,41.1
Zebina,Georgia,33.1646,-82.3537,,,6.5
Halfmoon Landing,Georgia,31.6997,-81.2784,,,3
Juliette,Georgia,33.1074,-83.8002,,,50.7
Snapfinger,Georgia,33.6871,-84.2016,,,812.4
Isle of Hope,Georgia,31.9848,-81.0532,,,754.9
Flippen,Georgia,33.4832,-84.1874,,,365.9
Mableton,Georgia,33.8132,-84.5656,,,455.4
Fowlstown,Georgia,30.8027,-84.5471,,,47.4
Benevolence,Georgia,31.8818,-84.7346,,,23.5
Glen Haven,Georgia,33.744,-84.218,,,833.6
Fair Oaks,Georgia,33.9193,-84.5444,,,1400.6
Evans,Georgia,33.5619,-82.1351,,,355.5
Colemans Lake,Georgia,32.821,-82.2751,,,16.4
Swords,Georgia,33.5443,-83.3068,,,64.8
Louvale,Georgia,32.1752,-84.8252,,,7.7
Hollywood,Georgia,34.6495,-83.4474,,,33.8
Halls,Georgia,34.2984,-84.9399,,,54.6
Moniac,Georgia,30.5183,-82.2251,,,16.5
Leathersville,Georgia,33.7168,-82.4398,,,16.2
Matthews,Georgia,33.2176,-82.3079,,,39.3
Alexander,Georgia,33.0221,-81.8768,,,31.6
Knoxville,Georgia,32.7232,-83.996,,,54
Almon,Georgia,33.6193,-83.9221,,,251.5
Withers,Georgia,30.8549,-82.9032,,,3.1
Hayneville,Georgia,32.3835,-83.6207,,,64.9
Rising Fawn,Georgia,34.7601,-85.5311,,,69.2
Bemiss,Georgia,30.9333,-83.2413,,,592.3
Arco,Georgia,31.2013,-81.5062,,,282.8
Rocky Mount,Georgia,33.1654,-84.6733,,,13.2
Adgateville,Georgia,33.2232,-83.671,,,41.4
Musella,Georgia,32.7979,-84.0321,,,19.9
Ramhurst,Georgia,34.6981,-84.7308,,,65.9
Van Wert,Georgia,33.9873,-85.0433,,,254.5
The Rock,Georgia,32.9635,-84.2378,,,18.1
Waring,Georgia,34.8345,-84.9713,,,252.1
Farmington,Georgia,33.7762,-83.4235,,,38.3
Bolingbroke,Georgia,32.9493,-83.8032,,,93
New Hope,Georgia,33.9582,-84.7894,,,554.6
Lovett,Georgia,32.6382,-82.7676,,,8.1
Bullard,Georgia,32.6304,-83.4971,,,8.4
Meinhard,Georgia,32.1816,-81.2109,,,61.8
Yorkville,Georgia,33.9243,-84.9955,,,321
Putney,Georgia,31.4755,-84.1006,,,137.4
Renfroe,Georgia,32.2327,-84.7124,,,4.3
Doctortown,Georgia,31.6535,-81.8293,,,1.4
Unionville,Georgia,31.4363,-83.5084,,,918.6
Linwood,Georgia,34.7129,-85.2891,,,440
Fortsonia,Georgia,34.0151,-82.779,,,16.7
Chalybeate Springs,Georgia,32.8568,-84.5802,,,101.2
Emmalane,Georgia,32.7599,-81.9982,,,10.4
Satilla,Georgia,31.7921,-82.564,,,114.4
Dawesville,Georgia,30.9224,-84.0091,,,7.6
Silk Hope,Georgia,32.043,-81.1918,,,274.2
Pridgen,Georgia,31.6969,-82.9229,,,32.8
Munnerlyn,Georgia,32.9535,-81.9621,,,1.6
Canoochee,Georgia,32.6786,-82.1786,,,6.3
Millwood,Georgia,31.2658,-82.6604,,,45.2
Scottdale,Georgia,33.7951,-84.2629,,,567.2
Highland Mills,Georgia,33.2779,-84.2827,,,316.6
Mechanicsville,Georgia,33.9276,-84.2424,,,252
Hilltop,Georgia,33.1063,-84.4383,,,208.2
Reed Creek,Georgia,34.4395,-82.9103,,,22
Leland,Georgia,33.8123,-84.5588,,,479.7
Arnold Mill,Georgia,34.1176,-84.388,,,417.3
Warthen,Georgia,33.1021,-82.8037,,,31.4
Hannahs Mill,Georgia,32.9369,-84.3405,,,526.2
Saint George,Georgia,30.5211,-82.0376,,,184.5
Barretts,Georgia,31.0016,-83.1993,,,165.6
Country Club Estates,Georgia,31.2113,-81.4622,,,311.4
Rupert,Georgia,32.4404,-84.2799,,,10.1
DeWitt,Georgia,31.4199,-84.1399,,,1.8
Shawnee,Georgia,32.4757,-81.4082,,,23.1
Gabbettville,Georgia,32.9446,-85.1333,,,19.4
Center Post,Georgia,34.6081,-85.353,,,35.1
Tucker,Georgia,33.8534,-84.2229,,,474.4
Dover,Georgia,32.5771,-81.7151,,,20.1
Brookwood,Georgia,34.0951,-84.1766,,,486.6
