city,state_name,lat,lng, population , population_proper ,density
Powersville,Missouri,40.5496,-93.3003,59,59,40
Tintah,Minnesota,46.0108,-96.32,59,59,30
Nome,North Dakota,46.6757,-97.8164,60,60,56
Royal,Nebraska,42.3331,-98.1251,60,60,163
Primrose,Nebraska,41.6238,-98.2377,60,60,83
Fourche,Arkansas,34.9932,-92.6192,60,60,131
Knierim,Iowa,42.4561,-94.4559,60,60,23
Brooksville,Oklahoma,35.2104,-96.9608,60,60,7
Hazel Run,Minnesota,44.7485,-95.7166,60,60,30
Wilder,Minnesota,43.8279,-95.2058,60,60,29
Alexander,Kansas,38.4693,-99.5531,60,60,93
Bluff City,Kansas,37.076,-97.8749,60,60,42
Menlo,Kansas,39.3561,-100.7242,60,60,196
Govan,South Carolina,33.2227,-81.1748,60,60,30
Ree Heights,South Dakota,44.5158,-99.2005,60,60,78
Big Falls,Wisconsin,44.6174,-89.0166,61,61,49
Hartville,Wyoming,42.3277,-104.7245,61,61,90
Dawson,North Dakota,46.8679,-99.7536,61,61,69
Douglas,North Dakota,47.8579,-101.5017,61,61,80
Johnstown,Nebraska,42.5721,-100.0563,61,61,44
Oakhaven,Arkansas,33.7293,-93.6209,61,61,425
Walshville,Illinois,39.0689,-89.6189,61,61,92
Simpson,Illinois,37.4673,-88.7557,61,61,44
Thornburg,Iowa,41.4554,-92.3328,61,61,119
Guernsey,Iowa,41.6491,-92.3431,61,61,127
Webb City,Oklahoma,36.8074,-96.7119,61,61,93
Rives,Missouri,36.0945,-90.0115,61,61,64
Ginger Blue,Missouri,36.5899,-94.4596,61,61,90
Ethel,Missouri,39.8933,-92.741,61,61,102
Sargeant,Minnesota,43.8056,-92.8006,61,61,28
Saint Vincent,Minnesota,48.9696,-97.2263,61,61,21
Seward,Kansas,38.1778,-98.7943,61,61,91
Nashville,Kansas,37.438,-98.4227,61,61,106
Grace City,North Dakota,47.5528,-98.8042,62,62,59
Thayer,Nebraska,40.9704,-97.4966,62,62,82
Bristow,Nebraska,42.8409,-98.5835,62,62,147
Hindsville,Arkansas,36.1462,-93.8623,62,62,72
Patmos,Arkansas,33.5113,-93.5668,62,62,193
Morrison Bluff,Arkansas,35.382,-93.5243,62,62,22
Exeter,Illinois,39.7191,-90.4961,62,62,34
Macedonia,Illinois,38.0525,-88.7054,62,62,89
Kirkman,Iowa,41.7281,-95.2673,62,62,84
Mutual,Oklahoma,36.2304,-99.1679,62,62,90
Ashland,Oklahoma,34.7668,-96.0706,62,62,120
Wooldridge,Missouri,38.9066,-92.5215,62,62,393
Randall,Kansas,39.6416,-98.0455,62,62,133
Orient,South Dakota,44.9017,-99.0888,62,62,81
House,New Mexico,34.6484,-103.9034,63,63,26
Balta,North Dakota,48.1666,-100.0369,63,63,110
Deweese,Nebraska,40.3548,-98.1392,63,63,193
Oak,Nebraska,40.2382,-97.9036,63,63,160
Driftwood,Pennsylvania,41.3448,-78.134,63,63,9
Clarks Point,Alaska,58.8332,-158.5292,63,63,7
Mill Creek,Illinois,37.341,-89.2535,63,63,64
Dolliver,Iowa,43.4638,-94.6143,63,63,66
Luke,Maryland,39.4766,-79.0593,63,63,91
Jacksonburg,Ohio,39.5383,-84.5034,63,63,1219
Penermon,Missouri,36.791,-89.8301,63,63,115
Brimson,Missouri,40.1449,-93.7383,63,63,279
Catron,Missouri,36.6111,-89.7061,63,63,65
Kerrick,Minnesota,46.3385,-92.5843,63,63,24
Ravinia,South Dakota,43.1365,-98.4268,63,63,98
Fruitdale,South Dakota,44.6692,-103.6955,63,63,88
Sentinel Butte,North Dakota,46.9193,-103.8403,64,64,23
Mantador,North Dakota,46.1657,-96.978,64,64,179
Lewiston,Nebraska,40.243,-96.4073,64,64,238
Cherry Valley,Pennsylvania,41.1594,-79.8012,64,64,8
Nimmons,Arkansas,36.3062,-90.0952,64,64,98
Bassett,Iowa,43.0621,-92.5158,64,64,67
Spring Hill,Iowa,41.4122,-93.6499,64,64,204
Balltown,Iowa,42.6372,-90.87,64,64,339
Reubens,Idaho,46.3219,-116.5415,64,64,84
Chilo,Ohio,38.7934,-84.1373,64,64,122
Arkoe,Missouri,40.2596,-94.8291,64,64,181
Ihlen,Minnesota,43.9118,-96.3716,64,64,69
Oketo,Kansas,39.9633,-96.599,64,64,235
Agenda,Kansas,39.7073,-97.4323,64,64,161
Utica,South Dakota,42.981,-97.4967,64,64,93
Wood,South Dakota,43.4971,-100.4802,64,64,100
Fairview,South Dakota,43.2222,-96.4877,64,64,287
Wood Lake,Nebraska,42.6386,-100.2376,65,65,79
Pilot Point,Alaska,57.562,-157.6609,65,65,0
Alamo,Indiana,39.9835,-87.0554,65,65,372
Turin,Iowa,42.0208,-95.966,65,65,282
Randalia,Iowa,42.8636,-91.8864,65,65,115
Valley Park,Oklahoma,36.2818,-95.7328,65,65,9
Oakwood,Oklahoma,35.9315,-98.7031,65,65,109
Butte City,Idaho,43.607,-113.2409,65,65,153
Eagle Harbor,Maryland,38.5666,-76.6868,65,65,214
Hunnewell,Kansas,37.0047,-97.4076,65,65,51
Olivet,Kansas,38.4814,-95.7521,65,65,98
Peak,South Carolina,34.2364,-81.3295,65,65,64
Bushnell,South Dakota,44.3277,-96.6422,65,65,35
Ortley,South Dakota,45.3349,-97.205,65,65,11
Clinchport,Virginia,36.678,-82.745,66,66,38
Stockholm,Wisconsin,44.4849,-92.263,66,66,28
Hague,North Dakota,46.0289,-99.999,66,66,93
Warwick,North Dakota,47.8547,-98.7057,66,66,39
Ardoch,North Dakota,48.2055,-97.3408,66,66,98
Pekin,North Dakota,47.7919,-98.3278,66,66,101
Winnetoon,Nebraska,42.5135,-97.9601,66,66,87
Hubbell,Nebraska,40.0088,-97.4966,66,66,74
Reynolds,Nebraska,40.0598,-97.3359,66,66,101
Abie,Nebraska,41.3339,-96.9494,66,66,238
Worthville,Pennsylvania,41.0251,-79.1405,66,66,75
Kim,Colorado,37.2471,-103.3533,66,66,67
Platinum,Alaska,58.9777,-161.7218,66,66,0
McNab,Arkansas,33.6614,-93.8317,66,66,71
Rest Haven,Georgia,34.1337,-83.976,66,66,73
Tennant,Iowa,41.5941,-95.4449,66,66,35
Marysville,Iowa,41.1827,-92.9537,66,66,69
Commerce,Missouri,37.1584,-89.4467,66,66,73
Grand Pass,Missouri,39.205,-93.4427,66,66,234
Delhi,Minnesota,44.5979,-95.2133,66,66,32
Nashua,Minnesota,46.0377,-96.3059,66,66,7
Gully,Minnesota,47.7684,-95.6227,66,66,97
Virgil,Kansas,37.9807,-96.0116,66,66,45
Camp Crook,South Dakota,45.5501,-103.9749,66,66,182
Twin Brooks,South Dakota,45.209,-96.7855,66,66,62
Branson,Colorado,37.0156,-103.8838,67,67,105
Haswell,Colorado,38.4525,-103.1649,67,67,30
Golden Gate,Illinois,38.3588,-88.2047,67,67,340
Talking Rock,Georgia,34.5278,-84.4941,67,67,17
Imogene,Iowa,40.879,-95.4275,67,67,129
Tightwad,Missouri,38.3096,-93.5466,67,67,25
Whalan,Minnesota,43.7339,-91.9232,67,67,62
Nassau,Minnesota,45.0677,-96.4416,67,67,161
Nimrod,Minnesota,46.6374,-94.8805,67,67,27
Kenneth,Minnesota,43.7543,-96.0725,67,67,24
Lost Springs,Kansas,38.5665,-96.9657,67,67,112
Barnard,Kansas,39.1892,-98.0444,67,67,115
Climax,Kansas,37.7191,-96.224,67,67,209
Mound City,South Dakota,45.7262,-100.0688,67,67,203
Sun Valley,Texas,33.671,-95.4288,68,68,191
Quintana,Texas,28.9292,-95.3133,68,68,42
Alamo,North Dakota,48.5825,-103.4675,68,68,48
Hazard,Nebraska,41.0914,-99.0772,68,68,102
Montezuma,Colorado,39.5818,-105.8681,68,68,331
Corinth,Arkansas,35.069,-93.4235,68,68,8
Muddy,Illinois,37.7655,-88.5137,68,68,87
Bevington,Iowa,41.3596,-93.7904,68,68,58
Varina,Iowa,42.6582,-94.8977,68,68,96
Plano,Iowa,40.7554,-93.0469,68,68,46
Smith Village,Oklahoma,35.4508,-97.457,68,68,931
Strandquist,Minnesota,48.4893,-96.4478,68,68,99
Benedict,Kansas,37.6269,-95.7434,68,68,179
Unity,Oregon,44.449,-118.188,68,68,41
Teterboro,New Jersey,40.8574,-74.0597,69,69,23
Taos Ski Valley,New Mexico,36.5908,-105.4374,69,69,11
Flaxton,North Dakota,48.8974,-102.3933,69,69,94
Pettibone,North Dakota,47.1168,-99.5209,69,69,153
Pitkin,Colorado,38.6086,-106.5164,69,69,98
Powhatan,Arkansas,36.0847,-91.1206,69,69,107
Whitewater,Indiana,39.9449,-84.8309,69,69,338
Dana,Iowa,42.1071,-94.2383,69,69,94
Stanley,Idaho,44.2151,-114.9368,69,69,43
Saint Rosa,Minnesota,45.7287,-94.7161,69,69,69
Henriette,Minnesota,45.8712,-93.1196,69,69,92
Genola,Minnesota,45.9652,-94.1128,69,69,78
Stark,Kansas,37.6897,-95.1437,69,69,153
Morristown,South Dakota,45.9386,-101.7188,69,69,75
Rocky Mound,Texas,33.0283,-95.0289,70,70,66
Bear Grass,North Carolina,35.7661,-77.1291,70,70,101
Golva,North Dakota,46.7347,-103.9831,70,70,82
Waterbury,Nebraska,42.4571,-96.7353,70,70,195
Heartwell,Nebraska,40.5699,-98.7891,70,70,372
Haysville,Pennsylvania,40.5268,-80.1561,70,70,156
Weldon,Arkansas,35.4477,-91.2316,70,70,102
Shannon City,Iowa,40.8992,-94.2639,70,70,65
Rossie,Iowa,43.0137,-95.1886,70,70,187
Orchard,Iowa,43.2274,-92.7753,70,70,305
Rosedale,Oklahoma,34.9188,-97.1855,70,70,460
Coney Island,Missouri,36.593,-93.3972,70,70,422
Dundee,Minnesota,43.8441,-95.4668,70,70,87
Norcross,Minnesota,45.8687,-96.1965,70,70,17
Fort Ripley,Minnesota,46.1692,-94.3629,70,70,20
Hartly,Delaware,39.1687,-75.7125,71,71,464
Havana,North Dakota,45.9517,-97.6184,71,71,73
Crookston,Nebraska,42.9263,-100.7534,71,71,63
Steinauer,Nebraska,40.2073,-96.2329,71,71,203
Prosser,Nebraska,40.6873,-98.578,71,71,110
Akhiok,Alaska,56.9453,-154.2138,71,71,3
Topeka,Illinois,40.3304,-89.9306,71,71,200
Colwell,Iowa,43.1577,-92.591,71,71,149
Kinross,Iowa,41.4589,-91.9873,71,71,138
Scarville,Iowa,43.4711,-93.6168,71,71,331
Atwood,Oklahoma,34.9549,-96.3367,71,71,100
Gentry,Missouri,40.3326,-94.4233,71,71,119
Walters,Minnesota,43.6049,-93.6743,71,71,137
Timken,Kansas,38.473,-99.1775,71,71,187
Flaxville,Montana,48.8045,-105.1735,71,71,349
Tatum,South Carolina,34.6438,-79.5867,71,71,30
Strandburg,South Dakota,45.0441,-96.7604,71,71,367
Yuba,Wisconsin,43.5364,-90.4267,72,72,91
Raynham,North Carolina,34.5759,-79.191,72,72,228
Prairie Rose,North Dakota,46.8171,-96.8351,72,72,678
Jud,North Dakota,46.5259,-98.8978,72,72,111
Richland,Nebraska,41.4367,-97.2152,72,72,129
Smithville,Arkansas,36.0804,-91.3026,72,72,46
Irwin,Illinois,41.0533,-87.9842,72,72,713
New Bedford,Illinois,41.5112,-89.7184,72,72,155
Swan,Iowa,41.4675,-93.3095,72,72,43
Webster,Iowa,41.4379,-92.1715,72,72,86
Greenville,Iowa,43.017,-95.1461,72,72,167
Yeager,Oklahoma,35.1567,-96.34,72,72,150
Vandiver,Missouri,39.1622,-91.8473,72,72,92
Horace,Kansas,38.4768,-101.7904,72,72,111
Lamont,Washington,47.2003,-117.905,73,73,97
Ingram,Wisconsin,45.5056,-90.8137,73,73,28
Maskell,Nebraska,42.6904,-96.9807,73,73,179
Hartman,Colorado,38.1212,-102.2217,73,73,103
Ethelsville,Alabama,33.4141,-88.2161,73,73,49
Aredale,Iowa,42.8332,-93.0054,73,73,28
Grand Lake Towne,Oklahoma,36.5049,-95.0257,73,73,197
Hickory,Oklahoma,34.557,-96.858,73,73,51
Livonia,Missouri,40.492,-92.7005,73,73,105
Arco,Minnesota,44.3814,-96.1812,73,73,44
Elsmore,Kansas,37.7942,-95.1497,73,73,183
Huron,Kansas,39.6458,-95.3477,73,73,33
Roseland,Kansas,37.2803,-94.8441,73,73,35
Englewood,Kansas,37.04,-99.9867,73,73,27
Stratford,South Dakota,45.3175,-98.3043,73,73,112
Bradley,South Dakota,45.0904,-97.642,73,73,114
Toco,Texas,33.6539,-95.6492,74,74,168
Benedict,North Dakota,47.8302,-101.0843,74,74,115
Atka,Alaska,52.2332,-174.2171,74,74,3
Williford,Arkansas,36.2518,-91.3602,74,74,90
Cale,Arkansas,33.6279,-93.2349,74,74,29
Plover,Iowa,42.8767,-94.6222,74,74,52
Country Life Acres,Missouri,38.6225,-90.4551,74,74,259
Spivey,Kansas,37.4484,-98.1658,74,74,55
Labette,Kansas,37.2301,-95.1835,74,74,128
Cope,South Carolina,33.3777,-81.0079,74,74,114
Olivet,South Dakota,43.2412,-97.6744,74,74,188
Briarwood,North Dakota,46.7871,-96.7953,75,75,190
Gardner,North Dakota,47.1445,-96.9686,75,75,58
Liberty,Nebraska,40.0854,-96.4829,75,75,117
Saint Clairsville,Pennsylvania,40.156,-78.5108,75,75,958
Sherrill,Arkansas,34.3846,-91.9516,75,75,210
Crows Nest,Indiana,39.8566,-86.1691,75,75,67
Ralston,Iowa,42.0418,-94.6293,75,75,14
Revere,Missouri,40.4944,-91.6764,75,75,155
Powhattan,Kansas,39.7616,-95.634,75,75,200
Longford,Kansas,39.1723,-97.3287,75,75,192
Oneida,Kansas,39.8666,-95.9399,75,75,120
Draper,South Dakota,43.9262,-100.5372,75,75,44
Whitney,Nebraska,42.7839,-103.2569,76,76,185
Wellfleet,Nebraska,40.7539,-100.7318,76,76,108
New Morgan,Pennsylvania,40.1833,-75.8897,76,76,5
Johnsonville,Illinois,38.5208,-88.5382,76,76,138
El Dara,Illinois,39.6227,-90.9911,76,76,30
Popejoy,Iowa,42.5939,-93.4279,76,76,39
Paynesville,Missouri,39.2624,-90.9003,76,76,111
Pierpont,Missouri,38.8633,-92.3132,76,76,118
McGrath,Minnesota,46.2419,-93.2751,76,76,78
Niotaze,Kansas,37.0677,-96.0147,76,76,79
Ulmer,South Carolina,33.0987,-81.208,76,76,10
Booneville,Kentucky,37.4743,-83.6802,76,76,50
Brentford,South Dakota,45.1591,-98.3223,76,76,180
Encino,New Mexico,34.6518,-105.4586,77,77,14
Domino,Texas,33.2488,-94.1163,77,77,65
Mount Lebanon,Louisiana,32.5053,-93.0499,77,77,7
Speed,North Carolina,35.9684,-77.4444,77,77,105
Martin,North Dakota,47.8267,-100.115,77,77,333
Fort Ransom,North Dakota,46.5245,-97.9311,77,77,98
Lehr,North Dakota,46.2825,-99.3527,77,77,157
Lebanon,Nebraska,40.0487,-100.276,77,77,184
Marie,Arkansas,35.6132,-90.083,77,77,221
Graysville,Ohio,39.6633,-81.1746,77,77,29
Tindall,Missouri,40.1609,-93.6097,77,77,225
Dennis Acres,Missouri,37.0464,-94.5043,77,77,622
Raymond,Kansas,38.278,-98.4145,77,77,92
Gratz,Kentucky,38.4718,-84.947,77,77,85
Butte,North Dakota,47.837,-100.6659,78,78,118
Burchard,Nebraska,40.1494,-96.3488,78,78,188
La Grange,Arkansas,34.6557,-90.7341,78,78,136
Woodlawn Heights,Indiana,40.1184,-85.6972,78,78,260
Country Club Heights,Indiana,40.1242,-85.6877,78,78,106
Struble,Iowa,42.8944,-96.195,78,78,193
Graf,Iowa,42.4939,-90.8735,78,78,227
Yankee Lake,Ohio,41.2683,-80.5691,78,78,59
Deersville,Ohio,40.3083,-81.188,78,78,87
Clyde,Missouri,40.2653,-94.6693,78,78,196
Whiteside,Missouri,39.1839,-91.0166,78,78,321
Turtle River,Minnesota,47.5883,-94.7582,78,78,28
Kent,Minnesota,46.4376,-96.6834,78,78,158
Plum Branch,South Carolina,33.8481,-82.2587,78,78,83
Claire City,South Dakota,45.8566,-97.1035,78,78,164
Kilgore,Nebraska,42.9391,-100.9574,79,79,68
Union Grove,Alabama,34.4025,-86.4483,79,79,54
Rose Hill,Illinois,39.1042,-88.1497,79,79,48
Camden,Illinois,40.1529,-90.7733,79,79,40
Chatsworth,Iowa,42.9163,-96.5144,79,79,61
Worthington,Missouri,40.4091,-92.6892,79,79,281
Elmer,Missouri,39.9573,-92.6499,79,79,120
Vining,Minnesota,46.2612,-95.5342,79,79,23
Milan,Kansas,37.2572,-97.6736,79,79,239
Mahaska,Kansas,39.9878,-97.3539,79,79,123
Bartlett,Kansas,37.0549,-95.2112,79,79,230
Columbia,Virginia,37.7533,-78.1638,80,80,159
Dwight,North Dakota,46.3037,-96.7401,80,80,155
Ryder,North Dakota,47.9177,-101.6737,80,80,93
Tuttle,North Dakota,47.1445,-99.9934,80,80,123
Naper,Nebraska,42.9642,-99.097,80,80,228
Hollowayville,Illinois,41.3649,-89.2949,80,80,651
Vera Cruz,Indiana,40.7016,-85.0795,80,80,304
Stafford,Ohio,39.7124,-81.2765,80,80,90
Aldrich,Missouri,37.5489,-93.5512,80,80,190
Deerfield,Missouri,37.8386,-94.5078,80,80,303
Guilford,Missouri,40.1686,-94.7354,80,80,357
Unity Village,Missouri,38.9525,-94.3996,80,80,21
Wanda,Minnesota,44.3148,-95.2131,80,80,119
Hassell,North Carolina,35.9084,-77.2762,81,81,114
Hurdsfield,North Dakota,47.4468,-99.9306,81,81,115
Cleveland,North Dakota,46.8904,-99.12,81,81,176
Zeeland,North Dakota,45.973,-99.8325,81,81,104
Byron,Nebraska,40.0048,-97.7686,81,81,204
Halsey,Nebraska,41.9033,-100.2698,81,81,158
Shageluk,Alaska,62.6671,-159.56,81,81,2
Adeline,Illinois,42.1405,-89.4919,81,81,118
Detroit,Illinois,39.6201,-90.676,81,81,128
Brooksburg,Indiana,38.735,-85.2445,81,81,307
Bethany,Indiana,39.5337,-86.3778,81,81,373
Mauckport,Indiana,38.0257,-86.1996,81,81,165
Redding,Iowa,40.6068,-94.3863,81,81,31
Spragueville,Iowa,42.0717,-90.4321,81,81,46
Hartwick,Iowa,41.7861,-92.3453,81,81,233
Truesdale,Iowa,42.7292,-95.1835,81,81,214
Clio,Iowa,40.636,-93.4514,81,81,41
Loyal,Oklahoma,35.9728,-98.1184,81,81,380
Fairview,Ohio,40.0573,-81.235,81,81,77
Sherman,South Dakota,43.7577,-96.4762,81,81,121
Agar,South Dakota,44.8392,-100.0734,81,81,193
Berwyn,Nebraska,41.3508,-99.5006,82,82,123
Ocean Beach,New York,40.6464,-73.1565,82,82,224
Ozan,Arkansas,33.8479,-93.7203,82,82,100
Keenes,Illinois,38.3386,-88.6419,82,82,247
Bingham,Illinois,39.1122,-89.2137,82,82,115
Nemaha,Iowa,42.515,-95.0889,82,82,430
Yorktown,Iowa,40.7354,-95.1544,82,82,116
Paradise Hill,Oklahoma,35.6134,-95.0704,82,82,57
Seaforth,Minnesota,44.4764,-95.3309,82,82,31
Mapleton,Kansas,38.0156,-94.8833,82,82,64
Reserve,Kansas,39.9772,-95.5652,82,82,283
Elgin,Kansas,37.0019,-96.2806,82,82,162
Belpre,Kansas,37.9505,-99.0999,82,82,77
Jamestown,South Carolina,33.2859,-79.6945,82,82,52
Wasta,South Dakota,44.0695,-102.4464,82,82,165
Dixon,Nebraska,42.4153,-96.9948,83,83,211
Guion,Arkansas,35.9272,-91.9386,83,83,57
Sidney,Indiana,41.1049,-85.7425,83,83,257
Bradgate,Iowa,42.8029,-94.4197,83,83,92
Hendrix,Oklahoma,33.7753,-96.4071,83,83,266
Ritchey,Missouri,36.944,-94.1858,83,83,653
Levasy,Missouri,39.1363,-94.1307,83,83,53
Riverview Estates,Missouri,38.7489,-94.5246,83,83,133
Lucerne,Missouri,40.4639,-93.2911,83,83,128
Evan,Minnesota,44.3548,-94.8361,83,83,31
Trosky,Minnesota,43.8884,-96.2509,83,83,22
Coats,Kansas,37.5112,-98.825,83,83,154
Cambridge,Kansas,37.3176,-96.6672,83,83,182
Palermo,North Dakota,48.3379,-102.23,84,84,14
Riverton,Nebraska,40.0897,-98.7597,84,84,82
Linwood,Nebraska,41.4122,-96.9322,84,84,87
Ripley,Illinois,40.0252,-90.6379,84,84,85
Mount Carmel,Indiana,39.4076,-84.8756,84,84,714
Otway,Ohio,38.865,-83.1886,84,84,158
Glenallen,Missouri,37.3171,-90.0282,84,84,564
Pollock,Missouri,40.3583,-93.0835,84,84,195
Mount Moriah,Missouri,40.3292,-93.7971,84,84,31
Simpson,Kansas,39.386,-97.934,84,84,127
Bearcreek,Montana,45.1606,-109.1571,84,84,283
Wallace,South Dakota,45.0845,-97.4781,84,84,243
Duffield,Virginia,36.7196,-82.7962,85,85,53
Montpelier,North Dakota,46.6989,-98.589,85,85,182
Maxbass,North Dakota,48.7225,-101.1425,85,85,198
Coleharbor,North Dakota,47.5424,-101.2212,85,85,177
Mountain,North Dakota,48.6841,-97.8649,85,85,241
Eagle,Alaska,64.7801,-141.1933,85,85,32
Vandervoort,Arkansas,34.38,-94.3643,85,85,114
Yale,Illinois,39.1203,-88.0246,85,85,57
Keomah Village,Iowa,41.2887,-92.5367,85,85,980
Cylinder,Iowa,43.0897,-94.5512,85,85,412
Garber,Iowa,42.7444,-91.2617,85,85,142
Hitchita,Oklahoma,35.5198,-95.7518,85,85,283
Antioch,Ohio,39.6608,-81.067,85,85,319
La Salle,Minnesota,44.0711,-94.5712,85,85,361
Iron Junction,Minnesota,47.419,-92.6084,85,85,39
Willowbrook,Kansas,38.1011,-97.992,85,85,107
Zenda,Kansas,37.4447,-98.2817,85,85,144
Verona,North Dakota,46.366,-98.0713,86,86,132
Herrings,New York,44.0226,-75.6578,86,86,144
Sheridan Lake,Colorado,38.4667,-102.2941,86,86,104
Anvik,Alaska,62.6523,-160.2143,86,86,3
Gay,Georgia,33.0936,-84.5755,86,86,38
Ackworth,Iowa,41.3663,-93.4747,86,86,113
Sweetwater,Oklahoma,35.4222,-99.9116,86,86,2
Lower Salem,Ohio,39.5635,-81.3942,86,86,565
Waco,Missouri,37.247,-94.6003,86,86,129
Mount Leonard,Missouri,39.1253,-93.3945,86,86,319
Spring Hill,Minnesota,45.5232,-94.8317,86,86,45
Lengby,Minnesota,47.5147,-95.6345,86,86,138
California,Kentucky,38.918,-84.264,86,86,146
Dante,South Dakota,43.0399,-98.1856,86,86,66
Glen Flora,Wisconsin,45.497,-90.8935,87,87,59
Couderay,Wisconsin,45.7977,-91.3005,87,87,34
Bruceton Mills,West Virginia,39.6594,-79.6406,87,87,605
Larsen Bay,Alaska,57.5395,-154.0097,87,87,6
Chignik,Alaska,56.2968,-158.4129,87,87,2
Fargo,Arkansas,34.9546,-91.1775,87,87,52
Mount Erie,Illinois,38.5145,-88.2323,87,87,84
Tarrytown,Georgia,32.3187,-82.5595,87,87,39
Matlock,Iowa,43.2443,-95.9345,87,87,90
Rathbun,Iowa,40.8017,-92.8871,87,87,154
Mooresville,Missouri,39.7468,-93.721,87,87,187
Old Appleton,Missouri,37.5938,-89.7108,87,87,278
Millard,Missouri,40.1075,-92.5461,87,87,278
Holt,Minnesota,48.2929,-96.1947,87,87,33
Abbyville,Kansas,37.9704,-98.204,87,87,181
Gem,Kansas,39.426,-100.8973,87,87,101
Gattman,Mississippi,33.8849,-88.2367,87,87,59
Andover,South Dakota,45.4103,-97.9036,87,87,124
Davis,South Dakota,43.2595,-96.9945,87,87,78
Como,North Carolina,36.5011,-77.0073,88,88,10
Carleton,Nebraska,40.3033,-97.6816,88,88,37
Cottage Grove,Tennessee,36.3786,-88.4791,88,88,177
Hughes,Alaska,66.0448,-154.2371,88,88,11
Pelican,Alaska,57.9581,-136.2194,88,88,56
Manassas,Georgia,32.1603,-82.02,88,88,43
Sharpsburg,Iowa,40.803,-94.6405,88,88,93
Grant,Iowa,41.1427,-94.985,88,88,46
Strang,Oklahoma,36.4122,-95.1345,88,88,127
Carrier,Oklahoma,36.4786,-98.0172,88,88,27
Arrow Point,Missouri,36.5441,-93.6226,88,88,177
Ionia,Missouri,38.5037,-93.3236,88,88,229
South Greenfield,Missouri,37.3752,-93.8436,88,88,208
Tamarack,Minnesota,46.6528,-93.1252,88,88,9
Isabel,Kansas,37.4671,-98.5515,88,88,134
Narka,Kansas,39.9599,-97.4269,88,88,194
Formoso,Kansas,39.7789,-97.993,88,88,121
Opheim,Montana,48.8571,-106.4084,88,88,162
Mosquero,New Mexico,35.7743,-103.9544,89,89,34
Glenfield,North Dakota,47.4548,-98.5664,89,89,242
Solen,North Dakota,46.3877,-100.7957,89,89,113
Newport,Nebraska,42.6002,-99.3283,89,89,108
Mount Carbon,Pennsylvania,40.6735,-76.1885,89,89,498
Birmingham,Pennsylvania,40.6472,-78.1957,89,89,547
Needham,Alabama,31.987,-88.3366,89,89,60
Whelen Springs,Arkansas,33.833,-93.126,89,89,144
Russellville,Illinois,38.8197,-87.5301,89,89,73
Symerton,Illinois,41.3281,-88.0541,89,89,753
Lone Oak,Georgia,33.1724,-84.8173,89,89,54
Craig,Iowa,42.8956,-96.3096,89,89,378
Zwingle,Iowa,42.2972,-90.6875,89,89,209
Gate,Oklahoma,36.8517,-100.0552,89,89,136
Brian Head,Utah,37.6977,-112.8416,89,89,9
Zalma,Missouri,37.1432,-90.0804,89,89,193
Milo,Missouri,37.7554,-94.3052,89,89,450
Perley,Minnesota,47.1762,-96.8018,89,89,145
Holloway,Minnesota,45.244,-95.9112,89,89,24
Doddsville,Mississippi,33.6599,-90.5214,89,89,44
Neylandville,Texas,33.2003,-96.0059,90,90,110
Dorchester,Texas,33.5311,-96.6955,90,90,26
White Earth,North Dakota,48.3798,-102.7718,90,90,23
Martinsburg,Nebraska,42.5082,-96.8314,90,90,333
Wilsonville,Nebraska,40.1119,-100.1066,90,90,130
Ericson,Nebraska,41.7803,-98.6785,90,90,92
Saltillo,Indiana,38.6662,-86.2975,90,90,30
Gruver,Iowa,43.3931,-94.7036,90,90,266
Numa,Iowa,40.6854,-92.98,90,90,78
Headrick,Oklahoma,34.6268,-99.1373,90,90,168
Hope,Idaho,48.2493,-116.3049,90,90,75
Newark,Missouri,39.9946,-91.9734,90,90,107
Nielsville,Minnesota,47.5284,-96.8174,90,90,96
Bejou,Minnesota,47.4431,-95.9721,90,90,85
Hazel,South Dakota,44.7582,-97.381,90,90,143
Mason,Wisconsin,46.4354,-91.06,91,91,48
Kirby,Wyoming,43.8031,-108.1811,91,91,235
Orrum,North Carolina,34.4667,-79.0089,91,91,73
Karlsruhe,North Dakota,48.091,-100.616,91,91,46
Nikolai,Alaska,63.008,-154.3808,91,91,7
Blue Springs,Alabama,31.6635,-85.5035,91,91,12
Greenfield,Oklahoma,35.7289,-98.3776,91,91,265
Lake Aluma,Oklahoma,35.5334,-97.4484,91,91,135
Maramec,Oklahoma,36.2419,-96.6806,91,91,143
Hamer,Idaho,43.9217,-112.2032,91,91,173
White Bird,Idaho,45.7632,-116.3001,91,91,516
Revere,Minnesota,44.2216,-95.3612,91,91,61
Severance,Kansas,39.767,-95.2491,91,91,250
Coolidge,Kansas,38.0415,-102.0078,91,91,76
Glade,Kansas,39.6831,-99.3115,91,91,142
Hazelton,Kansas,37.0894,-98.4014,91,91,61
Fairburn,South Dakota,43.687,-103.2087,91,91,107
Conrath,Wisconsin,45.3842,-91.0357,92,92,68
Auburn,West Virginia,39.0962,-80.8562,92,92,106
Centerville,North Carolina,36.1853,-78.1089,92,92,125
Lumber Bridge,North Carolina,34.8899,-79.0725,92,92,53
Comstock,Nebraska,41.5572,-99.243,92,92,101
Faunsdale,Alabama,32.4577,-87.5939,92,92,128
Amagon,Arkansas,35.5632,-91.1092,92,92,320
Springtown,Arkansas,36.2608,-94.4238,92,92,65
Sailor Springs,Illinois,38.7645,-88.36,92,92,142
